App Name,Size,Age Rating,Languages,Price,InApp Purchase,Average Rating,Rating Count,Privacy Data,App Link,Number of Versions,Last Version Date,First Version Date
"Nabd Equine Heart Rate Monitor
            4+",43.1 MB,4+,English,Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/nabd-equine-heart-rate-monitor/id1543885194,4,"Mar 21, 2022","Dec 9, 2020"
"NABED Connect
            17+",191 MB,"17+

              Frequent/Intense Medical/Treatment Information","English, Arabic",Free,N/A,5.0,1 Rating,N/A,https://apps.apple.com/us/app/nabed-connect/id1510725842,16,"Nov 26, 2021","Dec 22, 2020"
"Convenient Care
            17+",26.9 MB,"17+

              Frequent/Intense Medical/Treatment Information",English,Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/convenient-care/id1529271145,2,"Nov 10, 2021","Aug 31, 2020"
"Nabil Waheed Saloon
            4+",62.7 MB,4+,English,Free,N/A,3.0,2 Ratings,Contact Info,https://apps.apple.com/us/app/nabil-waheed-saloon/id1412722195,25,"Mar 18, 2021","Dec 20, 2018"
"Nabit
            4+",73.8 MB,4+,English,$1.99,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/nabit/id1524162173,4,"Jan 6, 2021","Oct 2, 2020"
"Nabla - Chat with doctors
            17+",63.7 MB,"17+

              Frequent/Intense Medical/Treatment Information","English, French",Free,N/A,5.0,2 Ratings,"Health & Fitness,Contact Info,User Content,Search History,Identifiers,Usage Data,Sensitive Info,Diagnostics,Location",https://apps.apple.com/us/app/nabla-chat-with-doctors/id1508527335,25,"Jun 16, 2022","Oct 14, 2021"
"Nabta | نبتة
            17+",56.7 MB,"17+

              Frequent/Intense Medical/Treatment Information
Infrequent/Mild Sexual Content and Nudity",English,Free,N/A,4.0,4 Ratings,N/A,https://apps.apple.com/us/app/nabta-%D9%86%D8%A8%D8%AA%D8%A9/id1508198107,8,"Mar 6, 2022","Apr 22, 2020"
"NAC Belize
            4+",64.6 MB,4+,English,Free,N/A,5.0,1 Rating,N/A,https://apps.apple.com/us/app/nac-belize/id1437559813,3,"Jan 24, 2022","Oct 6, 2018"
"Nacho Villalba
            12+",72.5 MB,"12+

              Infrequent/Mild Medical/Treatment Information","English, Spanish",Free,True,N/A,N/A,"Contact Info,User Content,Identifiers,Diagnostics",https://apps.apple.com/us/app/nacho-villalba/id1550168313,13,"Sep 15, 2021","Feb 10, 2021"
"Nachtfalke - eigenSinn
            4+",60.8 MB,4+,German,$8.99,N/A,N/A,N/A,"Contact Info,User Content,Identifiers",https://apps.apple.com/us/app/nachtfalke-eigensinn/id1245163782,12,"Sep 7, 2021","Jun 9, 2017"
"NACO AIDS APP
            12+",39.8 MB,"12+

              Infrequent/Mild Medical/Treatment Information",English,Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/naco-aids-app/id1537355294,1,N/A,N/A
"Nadi Shuddhi Yoga
            4+",22.1 MB,4+,English,Free,N/A,5.0,8 Ratings,N/A,https://apps.apple.com/us/app/nadi-shuddhi-yoga/id1194360645,2,"May 5, 2017","Jan 13, 2017"
"Nadi X
            4+",85.5 MB,4+,English,Free,N/A,5.0,12 Ratings,N/A,https://apps.apple.com/us/app/nadi-x/id1314196363,2,"Feb 1, 2018","Dec 4, 2017"
"Nadide Tarifler
            4+",30.3 MB,4+,English,Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/nadide-tarifler/id1039686305,4,"Jul 29, 2016","Sep 21, 2015"
"Nadine Beermann Hebamme Online
            17+",56.5 MB,"17+

              Unrestricted Web Access",English,Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/nadine-beermann-hebamme-online/id1487663910,1,N/A,N/A
"Nadura
            17+",78.8 MB,"17+

              Unrestricted Web Access
Frequent/Intense Medical/Treatment Information",English,Free,N/A,N/A,N/A,"Health & Fitness,Contact Info,User Content,Identifiers,Usage Data,Diagnostics",https://apps.apple.com/us/app/nadura/id1234751312,25,"Mar 28, 2022","Dec 22, 2019"
"Naeil Golf
            4+",68.7 MB,4+,English,Free,N/A,N/A,N/A,"Contact Info,User Content,Usage Data,Diagnostics",https://apps.apple.com/us/app/naeil-golf/id1570273637,15,"May 31, 2022","Jun 16, 2021"
"Naficy Rejuvenation Center
            4+",47.1 MB,4+,"English, Arabic, Czech, Danish, Dutch, French, German, Hebrew, Italian, Japanese, Norwegian Bokmål, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese


        more",Free,N/A,3.2,10 Ratings,"Purchases,Financial Info,Contact Info,User Content,Identifiers,Usage Data,Diagnostics",https://apps.apple.com/us/app/naficy-rejuvenation-center/id1439223383,9,"Dec 22, 2021","Oct 17, 2018"
"NAG Shop Finder
            4+",36.3 MB,4+,English,Free,N/A,N/A,N/A,"Contact Info,Location,Usage Data",https://apps.apple.com/us/app/nag-shop-finder/id1560243367,4,"Aug 29, 2021","Mar 28, 2021"
"Naga Sai
            4+",97.3 MB,4+,English,Free,N/A,N/A,N/A,"Contact Info,Diagnostics",https://apps.apple.com/us/app/naga-sai/id1552750198,1,N/A,N/A
"NAGON
            4+",41.2 MB,4+,Japanese,Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/nagon/id1579009474,25,"Apr 26, 2022","Sep 13, 2021"
"NAH Referral
            4+",24.6 MB,4+,English,Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/nah-referral/id665973111,19,"Mar 27, 2021","Jul 2, 2013"
"NAH Smart Health
            4+",31.6 MB,4+,English,Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/nah-smart-health/id1400672158,3,"May 20, 2020","Jun 20, 2018"
"NAH-wijzer
            17+",74.5 MB,"17+

              Unrestricted Web Access",English,Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/nah-wijzer/id983269510,5,"Aug 12, 2016","Apr 15, 2015"
"NAHU 365
            17+",44.3 MB,"17+

              Infrequent/Mild Medical/Treatment Information
Frequent/Intense Mature/Suggestive Themes",English,Free,N/A,5.0,1 Rating,N/A,https://apps.apple.com/us/app/nahu-365/id1498406831,5,"Nov 16, 2021","Feb 11, 2020"
"Nail and Beauty Bar
            4+",32.1 MB,4+,"English, Finnish, German",Free,N/A,N/A,N/A,"Financial Info,Contact Info,User Content,Identifiers,Usage Data,Diagnostics",https://apps.apple.com/us/app/nail-and-beauty-bar/id1169492845,8,"Aug 4, 2021","Oct 27, 2016"
"Nail Art 2016
            4+",27.2 MB,4+,English,Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/nail-art-2016/id1094187495,2,"May 13, 2016","Apr 28, 2016"
"Nail Box
            4+",31.8 MB,4+,"English, Finnish, German",Free,N/A,N/A,N/A,"Financial Info,Contact Info,User Content,Identifiers,Usage Data,Diagnostics",https://apps.apple.com/us/app/nail-box/id1586786637,1,N/A,N/A
"NAIL CARE TiME for Office
            4+",89.1 MB,4+,English,Free,N/A,N/A,N/A,Usage Data,https://apps.apple.com/us/app/nail-care-time-for-office/id1568711665,7,"Feb 1, 2022","May 22, 2021"
"Nail Makeup Dress UP Salon- Free
            4+",125.7 MB,4+,"English, Arabic, Dutch, French, German, Hindi, Japanese, Korean, Russian, Simplified Chinese, Spanish


        more",Free,True,2.5,2 Ratings,N/A,https://apps.apple.com/us/app/nail-makeup-dress-up-salon-free/id1188843469,1,"Jan 10, 2017","Jan 10, 2017"
"Nail Manicurist
            4+",393 MB,"4+

              Infrequent/Mild Contests","English, Arabic, German, Japanese, Polish, Simplified Chinese, Spanish",Free,True,5.0,7 Ratings,"Usage Data,Contact Info,User Content,Usage Data",https://apps.apple.com/us/app/nail-manicurist/id1571991395,24,"Feb 16, 2022","Jun 12, 2021"
"Nail Nation Preston
            4+",33.6 MB,4+,"English, Finnish, German",Free,N/A,2.0,1 Rating,"Financial Info,Contact Info,User Content,Identifiers,Usage Data,Diagnostics",https://apps.apple.com/us/app/nail-nation-preston/id1160723358,7,"Aug 25, 2021","Oct 3, 2016"
"Nail Rehab
            4+",76.5 MB,4+,English,Free,N/A,N/A,N/A,"Financial Info,Contact Info,Identifiers,Usage Data",https://apps.apple.com/us/app/nail-rehab/id1548159807,6,"Nov 21, 2021","Jan 16, 2021"
"Nail Salon Design
            4+",11.9 MB,4+,English,Free,N/A,2.0,5 Ratings,N/A,https://apps.apple.com/us/app/nail-salon-design/id878466738,2,"Jul 27, 2015","Jun 9, 2014"
"NAIL STUDIO Lyric
            4+",26.7 MB,4+,"English, Japanese, Korean, Simplified Chinese",Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/nail-studio-lyric/id1538679684,1,N/A,N/A
"NailClue
            4+",2.3 MB,4+,"English, Japanese, Korean, Simplified Chinese, Traditional Chinese",Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/nailclue/id547009215,10,"Jul 4, 2016","Aug 4, 2012"
"NAIL STUDIO Lyric
            4+",26.7 MB,4+,"English, Japanese, Korean, Simplified Chinese",Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/nail-studio-lyric/id1538679684,1,N/A,N/A
"NailClue
            4+",2.3 MB,4+,"English, Japanese, Korean, Simplified Chinese, Traditional Chinese",Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/nailclue/id547009215,10,"Jul 4, 2016","Aug 4, 2012"
"NAILCULT
            4+",7.9 MB,4+,English,Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/nailcult/id1470935067,6,"Feb 11, 2022","Jul 10, 2019"
"Nailed!ByMira
            4+",46.9 MB,4+,"English, Finnish, German",Free,N/A,N/A,N/A,"Financial Info,Contact Info,User Content,Identifiers,Usage Data,Diagnostics",https://apps.apple.com/us/app/nailed-bymira/id1563887109,1,N/A,N/A
"Nailist-Popular nail art design
            4+",143.3 MB,4+,"English, Arabic, Russian, Simplified Chinese, Traditional Chinese",Free,N/A,5.0,1 Rating,N/A,https://apps.apple.com/us/app/nailist-popular-nail-art-design/id1181352790,5,"May 3, 2017","Dec 6, 2016"
"NAILPRO Magazine
            4+",38.7 MB,4+,English,Free,N/A,2.4,10 Ratings,N/A,https://apps.apple.com/us/app/nailpro-magazine/id432151827,8,"Dec 1, 2018","Jun 22, 2011"
"Nails Academy_SS
            4+",6.5 MB,4+,English,Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/nails-academy-ss/id1519977438,1,N/A,N/A
"Nails Dublin
            4+",31.7 MB,4+,"English, Finnish, German",Free,N/A,N/A,N/A,"Financial Info,Contact Info,User Content,Identifiers,Usage Data,Diagnostics",https://apps.apple.com/us/app/nails-dublin/id1113433425,11,"Aug 14, 2021","May 13, 2016"
"Nails LAB Maddaloni
            12+",43.9 MB,"12+

              Infrequent/Mild Medical/Treatment Information",English,Free,N/A,N/A,N/A,"Financial Info,Contact Info,Contacts,User Content,Location",https://apps.apple.com/us/app/nails-lab-maddaloni/id1330311504,6,"May 15, 2021","Feb 9, 2018"
"Nails On Time by Mystic Nails
            4+",111.1 MB,4+,"English, German, Hungarian",Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/nails-on-time-by-mystic-nails/id1293994568,10,"Feb 18, 2020","Oct 9, 2017"
"Nails Studio LADY BOSS
            4+",30.5 MB,4+,"English, French, German, Russian, Spanish, Ukrainian",Free,N/A,N/A,N/A,"Contact Info,User Content,Identifiers",https://apps.apple.com/us/app/nails-studio-lady-boss/id1550730524,1,N/A,N/A
"Nailsalon Ange Clair
            4+",45.8 MB,4+,"English, Japanese, Korean, Simplified Chinese",Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/nailsalon-ange-clair/id1542143311,1,N/A,N/A
"Nailspa Huddersfield
            4+",31.5 MB,4+,"English, Finnish, German",Free,N/A,N/A,N/A,"Financial Info,Contact Info,User Content,Identifiers,Usage Data,Diagnostics",https://apps.apple.com/us/app/nailspa-huddersfield/id1335536746,7,"Aug 26, 2021","Jan 18, 2018"
"Nailtime
            4+",27.4 MB,4+,"English, Portuguese",Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/nailtime/id1353753840,5,"Dec 20, 2019","Sep 24, 2018"
"Najs
            4+",68.5 MB,4+,English,Free,N/A,N/A,N/A,Contact Info,https://apps.apple.com/us/app/najs/id1560982509,4,"Oct 26, 2021","Apr 2, 2021"
"NAKARMA
            4+",17.7 MB,4+,English,Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/nakarma/id1519816826,1,N/A,N/A
"Naked Hare Group
            4+",16.6 MB,4+,English,Free,N/A,N/A,N/A,Contact Info,https://apps.apple.com/us/app/naked-hare-group/id1574038371,5,"Jan 6, 2022","Jul 18, 2021"
"Naked Training
            4+",31.4 MB,4+,English,Free,True,4.6,187 Ratings,"Health & Fitness,Contact Info,User Content,Identifiers",https://apps.apple.com/us/app/naked-training/id1405003794,4,"Jun 2, 2021","Jul 12, 2018"
"Naked — 3D Home Body Scanner
            4+",162.3 MB,4+,English,Free,N/A,4.0,124 Ratings,"Contact Info,Identifiers,Sensitive Info,Usage Data,Diagnostics",https://apps.apple.com/us/app/naked-3d-home-body-scanner/id1281768812,25,"Sep 27, 2021","Jul 20, 2018"
"Nakid Skin & Beauty Clinic
            4+",32.5 MB,4+,"English, Finnish, German",Free,N/A,N/A,N/A,"Financial Info,Contact Info,User Content,Identifiers,Usage Data,Diagnostics",https://apps.apple.com/us/app/nakid-skin-beauty-clinic/id1437628886,5,"Aug 24, 2021","Sep 28, 2018"
"Nakoda
            4+",35.8 MB,4+,English,Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/nakoda/id1576147037,2,"Dec 28, 2021","Jul 15, 2021"
"Nalamapp
            4+",29.3 MB,4+,English,Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/nalamapp/id1516185743,1,N/A,N/A
"NALC HBP Member Portal
            12+",3.3 MB,"12+

              Infrequent/Mild Medical/Treatment Information",English,Free,N/A,1.0,1 Rating,"Health & Fitness,Contact Info,Contacts,Identifiers,Sensitive Info,Usage Data,Diagnostics",https://apps.apple.com/us/app/nalc-hbp-member-portal/id1575252368,4,"Dec 9, 2021","Oct 12, 2021"
"NALCHBP Telehealth
            12+",111.6 MB,"12+

              Infrequent/Mild Medical/Treatment Information",English,Free,N/A,4.9,680 Ratings,"Financial Info,Contact Info,Identifiers,Health & Fitness,Location,User Content,Diagnostics",https://apps.apple.com/us/app/nalchbp-telehealth/id1488982381,7,"Aug 5, 2021","Dec 19, 2019"
"Naldomuda
            4+",27.4 MB,4+,English,Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/naldomuda/id1515941043,1,N/A,N/A
"Nalep
            4+",43.9 MB,4+,,Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/nalep/id1180159071,12,"Sep 27, 2018","Apr 7, 2017"
"Nalla Fitness
            4+",19 MB,4+,English,Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/nalla-fitness/id1578394308,1,N/A,N/A
"Nalu Remote Control
            4+",74.4 MB,4+,"English, Danish, Dutch, French, German, Italian, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Zhuang


        more",Free,N/A,5.0,5 Ratings,Diagnostics,https://apps.apple.com/us/app/nalu-remote-control/id1440585137,9,"Feb 4, 2022","Nov 28, 2018"
"Nalulu
            4+",68 MB,4+,"English, Japanese, Thai, Traditional Chinese, Vietnamese",Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/nalulu/id1440119929,2,"May 24, 2022","Oct 29, 2018"
"Nalulu BeautyBar
            4+",113.2 MB,4+,English,Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/nalulu-beautybar/id1523988361,1,N/A,N/A
"Naluri
            12+",131.7 MB,"12+

              Infrequent/Mild Medical/Treatment Information",English,Free,True,3.0,2 Ratings,"Health & Fitness,Location,User Content,Usage Data,Diagnostics",https://apps.apple.com/us/app/naluri/id1296553288,25,"Jun 14, 2022","May 24, 2021"
"Namaste Fitness
            4+",47.1 MB,4+,"English, Arabic, Czech, Danish, Dutch, French, German, Hebrew, Italian, Japanese, Norwegian Bokmål, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese


        more",Free,N/A,5.0,3 Ratings,"Purchases,Financial Info,Contact Info,User Content,Identifiers,Usage Data,Diagnostics",https://apps.apple.com/us/app/namaste-fitness/id1378806403,7,"Dec 21, 2021","May 2, 2018"
"Namaste for Meditation
            4+",73.4 MB,4+,English,Free,True,4.3,14 Ratings,N/A,https://apps.apple.com/us/app/namaste-for-meditation/id1281464975,5,"Dec 12, 2017","Oct 3, 2017"
"Namaste for Yoga
            4+",43.4 MB,4+,English,Free,True,3.6,5 Ratings,N/A,https://apps.apple.com/us/app/namaste-for-yoga/id1275399564,5,"Nov 30, 2017","Oct 7, 2017"
"Namaste North
            4+",70.6 MB,4+,"English, Arabic, Czech, Danish, Dutch, French, German, Hebrew, Italian, Japanese, Norwegian Bokmål, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese


        more",Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/namaste-north/id1372945782,2,"Jul 27, 2018","Apr 17, 2018"
"Highland Park Yoga
            4+",48.3 MB,4+,"English, Arabic, Czech, Danish, Dutch, French, German, Hebrew, Italian, Japanese, Norwegian Bokmål, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese


        more",Free,N/A,5.0,1 Rating,"Purchases,Financial Info,Contact Info,User Content,Identifiers,Usage Data,Diagnostics",https://apps.apple.com/us/app/highland-park-yoga/id1266345851,10,"Dec 25, 2021","Aug 2, 2017"
"Namaste Yoga
            4+",91.7 MB,4+,English,Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/namaste-yoga/id1529305853,2,"Sep 15, 2020","Aug 27, 2020"
"NAMASTE YOGA + WELLNESS
            4+",76.3 MB,4+,"English, Arabic, Czech, Danish, Dutch, French, German, Hebrew, Italian, Japanese, Norwegian Bokmål, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese


        more",Free,N/A,4.3,3 Ratings,N/A,https://apps.apple.com/us/app/namaste-yoga-wellness/id1001203178,8,"Jul 5, 2018","Jun 17, 2015"
"Namaste-Yoga
            4+",53.7 MB,4+,"English, Hindi",Free,N/A,N/A,N/A,Contact Info,https://apps.apple.com/us/app/namaste-yoga/id1468285743,17,"Mar 7, 2022","Jun 29, 2019"
"Namasté
            4+",6.7 MB,4+,English,Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/namast%C3%A9/id1540114975,2,"Dec 1, 2020","Nov 16, 2020"
"Namastê: Medite, Relaxe, Durma
            4+",68 MB,4+,Portuguese,Free,True,5.0,2 Ratings,"Usage Data,Contact Info,Usage Data,Diagnostics",https://apps.apple.com/us/app/namast%C3%AA-medite-relaxe-durma/id1516523052,14,"Nov 18, 2021","Dec 16, 2020"
"Namatata - Balance your Sleep
            4+",68.8 MB,4+,"English, French",Free,True,4.7,36 Ratings,"Contact Info,Usage Data,Contact Info,Usage Data",https://apps.apple.com/us/app/namatata-balance-your-sleep/id1159617063,25,"Jun 14, 2022","Jun 17, 2018"
"Nambucca Aquatic
            4+",47.4 MB,4+,"English, Dutch, French, German, Italian, Portuguese",Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/nambucca-aquatic/id1477502679,2,"Jul 31, 2020","Aug 23, 2019"
"NamDoc Doctor
            4+",51.2 MB,4+,English,Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/namdoc-doctor/id1387793302,2,"Jul 1, 2020","Mar 25, 2020"
"NamDoc Patient
            17+",53.2 MB,"17+

              Frequent/Intense Medical/Treatment Information",English,Free,N/A,N/A,N/A,N/A,https://apps.apple.com/us/app/namdoc-patient/id1387877470,5,"Jul 1, 2020","Feb 17, 2020"
"Name My Kid
            4+",17.2 MB,4+,English,Free,N/A,5.0,3 Ratings,N/A,https://apps.apple.com/us/app/name-my-kid/id1315240913,2,"Dec 1, 2017","Nov 28, 2017"
